Sequence,Mmenonic ,Job Title,Experience Level,Minimum Educational Degree,Job Role,Work Model,Location,Compensation,Company,Keywords Original,Keywords Processed,Soft Skills,Technical Skills
218,Principal-HPC-Network-Engineer-EPAM-Lithuania,Principal HPC Network Engineer - EPAM (Remote Lithuania),Lead,Not mentioned,HPC Systems Engineer,Remote,Europe,$80,EPAM,"InfiniBand, RDMA, RoCE, NCCL, MSCCL, Kubernetes, NVIDIA BlueField, SmartNIC, DPU, Grafana, Prometheus, Python, UNIX shell, IaC, Azure, Ethernet, GPU","InfiniBand, RDMA, RoCE, NCCL, MSCCL, Kubernetes","Communication, Teamwork, Adaptability, Problem-solving, Leadership, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
126,HPC-SysAdmin-Raytheon-Tucson,High Performance Computing (HPC) System Administrator - Raytheon,Entry-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$83,Raytheon,"Windows, Linux, Red Hat Enterprise Linux, Slurm, Grid Engine, Ganglia, LDAP, HPC, scheduling, monitoring","Windows Server, Linux, Slurm, Grid Engine, Ganglia",None explicitly mentioned,"System Administration, Cluster Administration, Networking & Infrastructure, Monitoring & Observability, Security & Compliance"
200,Senior-HPC-SysAdmin-ICHEC-Galway,"Senior HPC System Administrator - ICHEC (University of Galway, Ireland)",Senior,Not mentioned,HPC Systems Engineer,Hybrid,Europe,$85,University of Galway,"Linux (RHEL), PBS, Bash, Python, Ansible, HPC","Linux, PBS, Bash, Python, Ansible",None explicitly mentioned,"System Administration, Cluster Administration, Automation"
184,Support-Technician-HPC-Columbia,"Support Technician, HPC - Columbia University Irving Medical Center",Mid-level,Master's degree,HPC Systems Engineer,Onsite,North America,$95,Columbia University Irving Medical Center,"R, Bash, Python, AWS, Google, Azure, Globus, Snowball, FTP, HPC, parallel computing, command line","R, Bash, Python, Globus, Snowball","Communication, Teamwork, Problem-solving, Customer Focus, Adaptability","System Administration, Cluster Administration, Cloud Computing, User Support & Training, Performance Optimization"
156,HPC-Senior-Software-Engineer-Spark,"HPC - Senior Software Engineer - Linux, Bash, Apache - Erias Ventures",Entry-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$98,Leidos,"Linux CLI, Bash, Python, Java, Apache Airflow, Apache Spark, MySQL, MariaDB, PostgreSQL, Jupyter, pandas, NumPy, Parquet, JSON, CSV, XML, Slurm, Git, JIRA, Confluence","Linux, Bash, Python, Java, Airflow, Spark, MySQL, MariaDB, PostgreSQL, Jupyter, Pandas, NumPy, Slurm, Git, JIRA, Confluence","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Coding & Software Development, Automation, Database & Application Management, Research Computing & Scientific Workflow Support"
109,HPC-User-Support-Engineer-Argonne,HPC User Support Engineer - Argonne National Laboratory,Mid-level,Bachelor's degree,HPC Systems Engineer,Remote,North America,$100,Argonne National Laboratory,"Python, C, C++, FORTRAN, shell scripting, UNIX, PBSPro, MPI, Git, Jenkins, GitLab, DBMS, containerization, AI, machine learning (PyTorch, TensorFlow)","Python, C, C++, FORTRAN, Linux, PBS, MPI, Git, Jenkins, PyTorch, TensorFlow","Communication, Problem-solving, Customer Focus, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Coding & Software Development, User Support & Training, Research Computing & Scientific Workflow Support, Performance Optimization"
162,HPC-Applications-Engineer-Helsing-Munich,HPC Applications Engineer - Helsing,Entry-level,Bachelor's degree,HPC Systems Engineer,Onsite,Europe,$101,Booz Allen Hamilton,"Slurm, PBS Pro, MPI, Python, Bash, Java, Tcl, HPC, CFD, FEA, electromagnetics, aeroelasticity, multi-physics, CAE","Slurm, PBS, MPI, Python, Bash, Java, Tcl",None explicitly mentioned,"Cluster Administration, Coding & Software Development, Research Computing & Scientific Workflow Support, Database & Application Management, Performance Optimization"
161,DevOps-Engineer-HPC-MLS-ClearanceJobs,DevOps Engineer - HPC & Multi-Level Secure Systems - ClearanceJobs,Mid-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$104,American Systems,"Linux, Unix, Python, Perl, Bash, Korn shell, Ansible, GitLab CI, Git, SVN, CVS, MPI, OpenMP, GPU, Slurm, PBS Pro, LSF, Docker, Kubernetes, OpenShift, Terraform, Packer, Puppet, Chef, STIGs, RMF, SCAP","Linux, Python, Perl, Bash, Ansible, Git, SVN, CVS, MPI, OpenMP, Slurm, PBS, LSF, Docker, Kubernetes, OpenShift, Terraform, Packer, Puppet, Chef","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Automation, Cloud Computing, Security & Compliance, Performance Optimization"
38,HPC-Engineer-CoreWeave-NVLink,HPC Engineer - CoreWeave,Senior,Not mentioned,HPC Systems Engineer,Not mentioned,Global,$115,CoreWeave,"NVLink, NVSwitch, Linux, networking, GPU, Python, Go, Bash, Ansible, Kubernetes, Grafana, Prometheus, PromQL, InfiniBand, RDMA, BMC, Redfish, IPMI, NVUE, SONiC","NVLink, Linux, Python, Go, Bash, Ansible, Kubernetes, Grafana, Prometheus, PromQL, InfiniBand, RDMA, BMC, Redfish","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Performance Optimization"
68,Senior-HPC-SysEngineer-Johns-Hopkins,Sr. HPC Systems Engineer - Johns Hopkins University,Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$118,Johns Hopkins University,"Slurm, MPI, NCCL, RDMA, Infiniband, GPFS, Lustre, WekaFS, Ceph, MinIO, Ethernet, Prometheus, Grafana, ELK, Singularity, Docker, Kubernetes, Python, Bash, Ansible, Puppet, Salt, CUDA, AI/ML","Slurm, MPI, NCCL, RDMA, Infiniband, GPFS, Lustre, Weka, Ceph, MinIO, Ethernet, Prometheus, Grafana, ELK, Apptainer, Docker, Kubernetes, Python, Bash, Ansible, Puppet, Salt, CUDA","Leadership, Communication, Teamwork, Problem-solving, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, User Support & Training, Project & Team Leadership, Performance Optimization"
165,HPC-Platform-Engineer-Shield-Annapolis,"HPC Platform Engineer - Shield Consulting Solutions, Inc.",Mid-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$122,Leidos,"Linux CLI, Bash, Python, Netbox, HashiCorp Vault, Keycloak, Docker, PodMan, containerd, Ansible, GitLab CI, Jenkins, Git, Splunk, Agile, Scrum, SAFe, JIRA, Confluence","Linux, Bash, Python, Netbox, Vault, Keycloak, Docker, PodMan, Ansible, Jenkins, Git, Splunk, JIRA, Confluence","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Coding & Software Development, Automation, Containerization & Orchestration, Security & Compliance, Monitoring & Observability"
41,HPC-Engineer-Rescale-CAE,HPC Engineer - Rescale,Senior,Bachelor's degree,HPC Systems Engineer,Not mentioned,North America,$125,Rescale,"Linux/Unix, Windows, Bash, Python, AWS, Azure, Google Cloud, HPC, schedulers, MPI, containers, kubernetes, GPU computing, OpenMP, CUDA, CAE (CFD, FEA, EDA, ML/AI, Molecular Dynamics, Weather Forecasting, Optics)","Linux, Windows Server, Bash, Python, MPI, Kubernetes, OpenMP, CUDA","Communication, Teamwork, Adaptability, Customer Focus, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Cloud Computing, Database & Application Management, User Support & Training, Performance Optimization"
208,HPC-Linux-SysAdmin-Collins-Aerospace,"HPC Linux System Administrator - Collins Aerospace (Remote, US)",Senior,Not mentioned,HPC Systems Engineer,Remote,North America,$126,Collins Aerospace,"Altair PBS Pro, Altair Access, StarCCM, LsDyna, Ansys, Abaqus, FPGA, ASIC, Bash, Python, Cloud HPC, GPU, Linux, HPC","PBS, StarCCM, LsDyna, Ansys, Abaqus, Bash, Python, Linux",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Cloud Computing, Research Computing & Scientific Workflow Support, Performance Optimization"
190,HPC-AI-Solution-Architect-Cambridge,HPC/AI Solution Architect - Cambridge Computer,Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$133,Cambridge Computer,"x86, ARM, Infiniband, OmniPath, 400GbE, UGE, SGE, SLRUM, PGS, LSF, Bright Computing, Werewolf, xCAT, Lustre, IBM Spectrum Scale, GPFS, SAN, NAS, Fibre Channel, iSCSI, CIFS, NFS, Windows Server, Linux, VMware, Redhat, Kubernetes, AMD, DDN, Dell Technologies, Cisco, Cohesity, Commvault, HPe, IBM, Intel, Juniper, Lenovo, Microsoft, NVIDIA, Oracle, Redhat, VAST Data, VMWare, WEKA","Infiniband, OmniPath, UGE, SGE, Slurm, PGS, LSF, Werewolf, xCAT, Lustre, GPFS, CIFS, NFS, Windows Server, Linux, Kubernetes, DDN, Cohesity, Commvault, VAST, Weka","Communication, Teamwork, Adaptability, Problem-solving, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Cloud Computing, Automation, Security & Compliance, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
147,Co-design-Engineer-HPC-CEA-Saclay,Co-design engineer for future computing architectures in HPC - CEA,Senior,Bachelor's degree,HPC Software Engineer,Onsite,Europe,$118,Vicor,"SystemC, VHDL, Verilog, SystemVerilog, CHISEL, C++, Java, Scala, Bash, Python, QEMU, Linux kernel, Git, Docker, make, cmake, continuous integration","SystemC, VHDL, Verilog, CHISEL, C++, Java, Scala, Bash, Python, QEMU, Linux, Git, Docker","Communication, Teamwork, Adaptability, Problem-solving","System Administration, Coding & Software Development, Automation, Research Computing & Scientific Workflow Support"
146,Systems-Engineer-CBDS-HPC-NUS,Systems Engineer (CBDS/HPC) - National University of Singapore,Senior,PhD,HPC Software Engineer,Onsite,Asia,$0,Cerebras,"Linux (Fedora, Red Hat, Rocky, Ubuntu, Debian), Bash, R, Python, Apptainer/Singularity, Docker, NVIDIA Base Command Manager, Warewulf, Slurm, PBS, Open OnDemand, Microsoft Entra ID (Azure AD)","Linux, Bash, R, Python, Apptainer, Docker, BCM, Warewulf, Slurm, PBS, Open OnDemand",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Automation, User Support & Training, Performance Optimization"
46,Senior-HPC-Engineer-Texas-AM,Senior HPC Engineer - Texas A&M University,Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$135,Texas A&M University,"NVIDIA DGX SuperPOD, Slurm, Run:ai, DDN storage, Kubernetes, Python, Bash, Perl, MPI, OpenMP, CUDA, Ansible, Puppet, Docker, Singularity","Slurm, RunAI, Kubernetes, Python, Bash, Perl, MPI, OpenMP, CUDA, Ansible, Puppet, Docker, Apptainer","Leadership, Communication, Problem-solving, Mentorship","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Containerization & Orchestration, Automation, Project & Team Leadership, Performance Optimization"
149,HPC-Infra-Reliability-Engineer-TCS-Madrid,HPC Infrastructure Reliability Engineer - Tata Consultancy Services,Senior,Master's degree,HPC Software Engineer,Hybrid,Europe,$0,CEA,"HPE OneView, Lenovo XClarity, ServiceNow CMDB, GPUs (NVIDIA), InfiniBand, Ethernet, Python, Bash, Ansible, IaC","InfiniBand, Ethernet, Python, Bash, Ansible","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Automation, Performance Optimization"
95,HPC-Systems-Engineer-KLA-AnnArbor,"HPC Systems Engineer - KLA (Ann Arbor, MI)",Mid-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$143,KLA,"Slurm, LSF, PBS, Linux, CUDA, Lustre, BeeGFS, NFS, Singularity/Apptainer, Ansible, GPU scheduling","Slurm, LSF, PBS, Linux, CUDA, Lustre, BeeGFS, NFS, Apptainer, Ansible","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Automation, Performance Optimization"
37,HPC-Engineer-Sabre-DoD,HPC Engineer - Sabre (DoD),Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$145,Department of Defense,"Lustre, Red Hat Enterprise Linux (RHEL), CPU/GPU, Ethernet, fiber, Omni-Path, InfiniBand, Slurm, PBSPro, GitLab, LUA/TCL modules, Python, Bash, Perl, Ansible, Docker, Kubernetes, C/C++, Fortran, Bright Cluster Manager, Torque, VMware","Lustre, Linux, Ethernet, Omni-Path, InfiniBand, Slurm, PBS, GitLab, LUA, TCL, Python, Bash, Perl, Ansible, Docker, Kubernetes, C, C++, Fortran, BCM, Torque","Leadership, Communication, Problem-solving","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Project & Team Leadership, Performance Optimization"
153,Senior-HPC-Verification-Validation-Schaeffler,Senior High Performance Compute (HPC) Verification & Validation Engineer - Schaeffler,Lead,Master's degree,HPC Software Engineer,Onsite,Asia,$263,Erias Ventures,"ADAS, IVI, HPC, HiL, ISO 26262, Python, CI/CT, virtualization, simulation frameworks, model-based validation",Python,None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Coding & Software Development, Research Computing & Scientific Workflow Support, Security & Compliance, Project & Team Leadership, Performance Optimization"
167,HPC-Engineer-Sabre-Dallas,"HPC Engineer - Sabre Systems, LLC",Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$145,Sabre Systems,"Lustre, Red Hat Enterprise Linux (RHEL), CPU/GPU, Ethernet, fiber, Omni-Path, InfiniBand, Slurm, PBSPro, GitLab, LUA/TCL modules, Python, Bash, Perl, Ansible, Docker, Kubernetes, C/C++, Fortran, Bright Cluster Manager, Torque, VMware","Lustre, Linux, Ethernet, Omni-Path, InfiniBand, Slurm, PBS, LUA, TCL, Python, Bash, Perl, Ansible, Docker, Kubernetes, C, C++, Fortran, BCM, Torque",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Project & Team Leadership, Performance Optimization"
77,HPC-SysAdmin-Santa-Clara-University,HPC System Administrator - Santa Clara University,Lead,Bachelor's degree,HPC Systems Engineer,Hybrid,North America,$145,Santa Clara University,"Lustre, GPFS, Slurm, InfiniBand, Ansible, Warewulf, Python, Bourne Shell, Perl, EasyBuild, Lmod, LDAP, DNS, vSphere, ESXi, Slurm, job scheduling, parallel file systems, Linux (Red Hat), Windows Server, SAN","Lustre, GPFS, Slurm, InfiniBand, Ansible, Warewulf, Python, Bash, Perl, EasyBuild, Lmod, vSphere, ESXi, Slurm, Windows Server","Leadership, Communication, Teamwork, Problem-solving, Mentorship, Adaptability, Customer Focus, Self-motivation, Time Management","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Monitoring & Observability, Database & Application Management, Project & Team Leadership, Performance Optimization"
97,HPC-Linux-SysAdmin-Northrop-Grumman,HPC Linux Systems Administrator 3/4 - Northrop Grumman,Mid-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$146,Northrop Grumman,"Linux, HPC, MPI, OpenMP, CUDA, Ansible, Puppet, DDN storage, Slurm, PBS, Torque, LSF, Bright Cluster Manager, GPFS, Lustre, InfiniBand, VMware, Singularity, Docker, Kubernetes, Python, Bash, Perl","Linux, MPI, OpenMP, CUDA, Ansible, Puppet, Slurm, PBS, Torque, LSF, BCM, GPFS, Lustre, InfiniBand, Apptainer, Docker, Kubernetes, Python, Bash, Perl","Communication, Teamwork, Problem-solving, Customer Focus, Self-motivation","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
33,Senior-HPC-Engineer-ASRC-NASA,Senior HPC Engineer - ASRC Federal,Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$150,ASRC Federal,"PBS, Slurm, Moab/Torque, InfiniBand, HDR/NDR, Slingshot, Lustre, HPCM, Ansible, Git, Python, Perl, Bash, C, C++, Fortran, OpenMP, MPI, AWS, Azure, GCP, OpenStack, Kubernetes","PBS, Slurm, Moab, Torque, InfiniBand, Slingshot, Lustre, HPCM, Ansible, Git, Python, Perl, Bash, C, C++, Fortran, OpenMP, MPI, OpenStack, Kubernetes","Leadership, Communication, Teamwork, Problem-solving, Mentorship, Time Management, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Cloud Computing, Monitoring & Observability, User Support & Training, Project & Team Leadership, Performance Optimization"
158,HPC-Operations-Engineer-Lambda-Seattle,HPC Operations Engineer - Lambda,Senior,Master's degree,HPC Software Engineer,Hybrid,North America,$240,Erias Ventures,"SFP+, Infiniband (IB), 100 GbE, Ethernet, RDMA, NCCL, Horovod, Linux, Slurm, Kubernetes, PyTorch, Tensorflow, DeepSpeed, MLPerf, Docker, GPU, HPC","SFP+, Infiniband, Ethernet, RDMA, NCCL, Horovod, Linux, Slurm, Kubernetes, PyTorch, Tensorflow, DeepSpeed, MLPerf, Docker","Communication, Teamwork, Problem-solving, Mentorship, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Monitoring & Observability, Performance Optimization"
159,HPC-Data-Storage-Engineer-AMERICAN-SYSTEMS,HPC Data Storage Engineer - AMERICAN SYSTEMS,Senior,Master's degree,HPC Software Engineer,Onsite,North America,$223,Erias Ventures,"Lustre, BeeGFS, GPFS, SAN, NAS, tape archives, Linux, Bash, Perl, Python, Red Hat (RHCSA)","Lustre, BeeGFS, GPFS, Linux, Bash, Perl, Python",None explicitly mentioned,"System Administration, Storage & Data Management, Security & Compliance, Performance Optimization"
74,Senior-Linux-SysAdmin-HPE-ITAR,Senior Linux System Administrator - HPE (HPC/AI Labs),Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$150,HPE,"Linux, Lustre, GPU, AI, HPC, networking, storage, virtualization","Linux, Lustre","Communication, Teamwork, Problem-solving, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Performance Optimization"
185,HPC-SysAdmin-AT&T-Columbia,High-Performance Computing (HPC) (SA3) (Government) - AT&T,Lead,Master's degree,HPC Systems Engineer,Onsite,North America,$151,AT&T,"Linux (Red Hat, CentOS, Rocky, Ubuntu), Lustre, GPFS, InfiniBand, Slingshot, Slurm, Git, Salt, Ansible, BASH, Jira, Confluence, Grafana, Prometheus, Nagios","Linux, Lustre, GPFS, InfiniBand, Slingshot, Slurm, Git, Salt, Ansible, Bash, Jira, Confluence, Grafana, Prometheus, Nagios","Communication, Teamwork, Problem-solving, Customer Focus, Adaptability","System Administration, Cluster Administration, Storage & Data Management, Networking & Infrastructure, Automation, Security & Compliance, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
50,HPC-Operations-Engineer-Arm-LSF,HPC Operations Engineer - Arm,Senior,Not mentioned,HPC Systems Engineer,Not mentioned,North America,$153,Arm,"IBM Spectrum LSF, Slurm, PBS, Grid Engine, Linux (RHEL), Python, Bash, Dynatrace, Prometheus, Grafana, AWS, GCP, Azure, OpenStack, Kubernetes, Docker, Terraform, Ansible, CI/CD, Jira, Confluence","LSF, Slurm, PBS, Grid Engine, Linux, Python, Bash, Prometheus, Grafana, OpenStack, Kubernetes, Docker, Terraform, Ansible","Communication, Teamwork, Problem-solving, Customer Focus","System Administration, Cluster Administration, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Cloud Computing, Monitoring & Observability, User Support & Training, Performance Optimization"
65,Scientific-Computing-Admin-GA,Scientific Computing Administrator - General Atomics,Lead,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$162,General Atomics,"Lustre, BeeGFS, WEKA, Slurm, Ansible, Python, Bash, NFS, ZFS, BTRFS, MDRaid (mdadm), LVM, Docker, Podman, Apptainer, Ceph","Lustre, BeeGFS, WEKA, Slurm, Ansible, Python, Bash, NFS, ZFS, BTRFS, MDRaid, LVM, Docker, Podman, Apptainer, Ceph","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, Storage & Data Management, Containerization & Orchestration, Automation, Performance Optimization"
48,HPC-Engineer-GovCIO-HHS,High Performance Computer Engineer - GovCIO (HHS),Lead,Bachelor's degree,HPC Systems Engineer,Remote,North America,$170,GovCIO,"HPC, GPUs, MPI, OpenMP, CUDA, Docker, Singularity, Slurm, PBS, LSF, Grid Engine, parallel file systems, high-speed interconnects","MPI, OpenMP, CUDA, Docker, Apptainer, Slurm, PBS, LSF, Grid Engine","Communication, Teamwork, Problem-solving, Customer Focus","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Research Computing & Scientific Workflow Support, User Support & Training, Performance Optimization"
213,Senior-GenAI-HPC-Delivery-Engineer-Dell,"Senior GenAI & HPC Delivery Engineer - Dell Technologies (Austin, TX or Remote US)",Senior,Bachelor's degree,HPC Systems Engineer,Remote,North America,$172,Dell Technologies,"NVIDIA Base Command Manager, HPL GPU, HPL MxP, STREAM, NCCL, RCCL, OSU Microbenchmarks, RHEL, Ubuntu, Rocky, InfiniBand, RoCE, Docker, Singularity/Apptainer, Kubernetes, Slurm, NVIDIA UFM, SpectrumX, GPU, GenAI, HPC, RHCSA, RHCE, NCA, NCE, DGX","BCM, HPL GPU, HPL, STREAM, NCCL, RCCL, Linux, InfiniBand, RoCE, Docker, Apptainer, Kubernetes, Slurm, UFM, SpectrumX",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Performance Optimization"
118,Senior-HPC-Engineer-KLA-AnnArbor,"Senior HPC Engineer - KLA (Ann Arbor, MI)",Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$175,KLA,"Lustre, GPFS, BeeGFS, Linux (Rocky, RHEL, SuSE, Ubuntu), Shell, Python, Salt, Ansible, Puppet, Chef, CI/CD, Git, Singularity, Docker, Prometheus, Grafana, Apache, Nginx, PXE/netboot, systemd, HA, TCP/IP, DNS, DHCP, LDAP, HTTP","Lustre, GPFS, BeeGFS, Linux, Bash, Python, Salt, Ansible, Puppet, Chef, Git, Apptainer, Docker, Prometheus, Grafana, Apache, Nginx","Leadership, Communication, Teamwork, Problem-solving","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Monitoring & Observability, Project & Team Leadership, Performance Optimization"
70,HPC-Operations-Engineer-NVIDIA-SRE,HPC Operations Engineer - NVIDIA,Mid-level,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$178,NVIDIA,"Centos, RHEL, Docker, Python, Bash, Ansible, NFS, automounter, LDAP, DNS, TCP/IP, IBM Spectrum LSF, Slurm, FlexLM, InfiniBand, RDMA, RoCE, Lustre, GPFS","Linux, Docker, Python, Bash, Ansible, NFS, LSF, Slurm, FlexLM, InfiniBand, RDMA, RoCE, Lustre, GPFS","Communication, Teamwork, Problem-solving, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Automation, Security & Compliance, Performance Optimization"
170,HPC-Test-Engineer-Cornerstone-Defense,HPC Test Engineer with Security Clearance - Cornerstone Defense,Senior,Bachelor's degree,HPC Systems Engineer,Onsite,North America,$180,Cornerstone Defense,"Linux CLI, Bash, Python, REST APIs, SQL, GitLab CI, JIRA, Confluence, Splunk, SAFe, Ansible, Git","Linux, Bash, Python, JIRA, Confluence, Splunk, Ansible, Git",None explicitly mentioned,"System Administration, Coding & Software Development, Automation, Database & Application Management, Security & Compliance"
136,Senior-HPC-Cluster-Engineer-Jobgether-UK,Senior HPC Cluster Engineer - Jobgether (United Kingdom),Senior,Bachelor's degree,HPC Systems Engineer,Remote,Europe,$186,Berkeley Lab,"GPU, InfiniBand, KVM, QEMU, Kubernetes, PCIe, NICs, Linux, C, C++, Go, Python, MPI, NCCL, HPC, distributed systems","InfiniBand, KVM, QEMU, Kubernetes, Linux, C, C++, Go, Python, MPI, NCCL","Leadership, Communication, Teamwork, Mentorship, Adaptability","System Administration, Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Containerization & Orchestration, Coding & Software Development, Performance Optimization"
19,HPC-AI-Engineer-US-Remote-190K,"HPC Engineer (AI Infrastructure) - US-based, Remote",Senior,Not mentioned,HPC Systems Engineer,Remote,North America,$190,Not mentioned,"Slurm, GPUs (H100s, B200s), NCCL, InfiniBand, RoCE, CUDA, distributed training","Slurm, NCCL, InfiniBand, RoCE, CUDA",None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Networking & Infrastructure, Performance Optimization"
166,Lead-Engineer-HPC-GPU-CUDA-AIRA,"Lead Engineer (HPC, GPU, CUDA) - AIRA Matrix",Senior,Bachelor's degree,HPC Software Engineer,Onsite,Asia,$0,Phoenix Operations Group,"TensorRT, CuDNN, PyTorch, CUDA, OpenCL, OpenACC, MPI, OpenMP, Python, Bash, Windows, Ubuntu, Centos, Docker, Singularity, Shifter, Charliecloud, Kubernetes, Slurm, LSF, Ansible, Puppet, Salt, CMake, Make, Clang-Tools, PTX-ISA, AVX, SSE","TensorRT, CuDNN, PyTorch, CUDA, OpenCL, OpenACC, MPI, OpenMP, Python, Bash, Windows Server, Linux, Docker, Apptainer, Shifter, Kubernetes, Slurm, LSF, Ansible, Puppet, Salt",None explicitly mentioned,"Cluster Administration, GPU & Accelerated Computing, Containerization & Orchestration, Automation, Coding & Software Development, Performance Optimization"
44,HPC-AI-Engineer-GPU-Cloud-190K,HPC Engineer - AI Infrastructure (GPU Cloud),Senior,Not mentioned,HPC Systems Engineer,Remote,North America,$190,Not mentioned,"Slurm, NCCL, InfiniBand, RoCE, Enroot, Pyxis, Singularity/Apptainer, MPI (OpenMPI, MVAPICH2), NVIDIA DCGM, NVSMI, Linux, CUDA, cuDNN, TensorRT, PyTorch DDP, DeepSpeed, Megatron-LM, JAX, Lustre, GPFS/Spectrum Scale, BeeGFS, Volcano, Run:AI, KubeFlow, NVIDIA Base Command Manager, Bright Cluster Manager, HPL, NCCL-tests, MLPerf","Slurm, NCCL, InfiniBand, RoCE, Enroot, Apptainer, MPI, DCGM, NVSMI, Linux, CUDA, cuDNN, TensorRT, PyTorch, DeepSpeed, Megatron-LM, JAX, Lustre, GPFS, BeeGFS, Volcano, RunAI, KubeFlow, BCM, HPL, NCCL, MLPerf",None explicitly mentioned,"System Administration, Cluster Administration, GPU & Accelerated Computing, Storage & Data Management, Networking & Infrastructure, Containerization & Orchestration, Monitoring & Observability, Performance Optimization"
173,HPC-Software-Engineer-Dice-Maryland,HPC Software Engineer with an active TS/SCI with a Full Scope Polygraph Security Clearance Required - Jobs via Dice,Senior,Bachelor's degree,HPC Software Engineer,Onsite,North America,$0,Next Step Systems,"HPC, large Data Sets, Real Time systems, Open Source Software (OSS), COTS, GOTS, Configuration Management, Web Services, Linux, strong Math background",Linux,None explicitly mentioned,"Cluster Administration, Coding & Software Development, Database & Application Management, Security & Compliance, Performance Optimization"
